,sr_open_date,sr_close_date,activity_type_std,Cos,hour,dummy_sr_number,dummy_sysid,dummy_part_number
10438,2019-12-18,2020-01-19,,4.4085046,0.0,sr6711,sys1227,part38
10459,2019-03-12,2020-02-22,,67.5538499,0.0,sr1467,sys1388,part25
10477,2021-07-05,2021-06-17,Field Service,813.85,0.0,sr726,sys1929,part267
10478,2021-03-22,2021-05-31,,31.2,0.0,sr69,sys1929,part329
10488,2018-05-02,2018-03-23,,11.53648592,0.0,sr8926,sys1763,part12
10494,2017-03-28,2018-10-27,Field Service,831.6434193,0.0,sr315,sys1539,part1
10495,2019-06-11,2019-12-14,Field Service,111.306201,0.0,sr5126,sys1539,part255
10508,2017-09-06,2017-03-09,Field Service,350.1193251,0.0,sr7081,sys1727,part224
10509,2017-08-21,2017-04-11,,103.4327358,0.0,sr4959,sys1727,part327
10514,2015-02-12,2015-08-12,Field Service,98.03744653,0.0,sr12082,sys1883,part46
10516,2019-11-26,2020-03-01,,27.03018584,0.0,sr653,sys1883,part5
10519,2017-10-25,2017-11-28,Field Service,127.43123329999999,0.0,sr4908,sys2358,part46
10527,2019-11-15,2019-12-31,Field Service,757.36685,0.0,sr8068,sys1393,part1
10529,2013-06-28,2013-12-23,Field Service,0.0,0.0,sr165,sys1393,part470
10538,2017-07-24,2017-08-27,Field Service,100.75458509999999,0.0,sr3622,sys1927,part42
10554,2019-12-12,2020-03-07,Field Service,906.68,0.0,sr32,sys1790,part8
10555,2021-06-18,2021-09-13,Field Service,136.59,0.0,sr859,sys1715,part154
10558,2020-10-26,2020-03-11,Field Service,245.69,0.0,sr9281,sys1834,part96
10563,2020-07-30,2020-10-19,,30.04,0.0,sr34,sys1695,part43
10565,2021-02-06,2021-08-07,,4.26,0.0,sr3590,sys1695,part199
10566,2015-06-03,2017-10-04,Field Service,12853.47,0.0,sr2113,sys1695,part16
10581,2019-01-03,2019-05-17,,30.03143191,0.0,sr1400,sys1345,part43
10582,2020-09-09,2020-10-29,Field Service,519.6068884,0.0,sr472,sys2478,part1183
10585,2017-06-30,2017-07-07,,851.0406707999998,0.0,sr61,sys1523,part1
10590,2016-01-15,2016-02-05,Field Service,491.79888669999997,0.0,sr824,sys1122,part311
10598,2020-02-24,2020-04-30,,13.815924300000002,0.0,sr289,sys1122,part82
10602,2021-10-05,2021-11-06,Field Service,2011.3139199999998,0.0,sr7585,sys1599,part88
10607,2018-05-03,2018-04-13,Field Service,55.41058243,0.0,sr11885,sys1125,part222
10610,2019-08-20,2019-09-17,Field Service,1708.732105,0.0,sr16292,sys1121,part458
10611,2020-07-31,2020-08-19,Field Service,534.8382713999999,0.0,sr7670,sys1121,part97
10612,2013-08-19,2013-11-21,Field Service,0.0,0.0,sr2288,sys1121,part56
10615,2018-04-01,2018-10-02,Field Service,936.4747117000001,0.0,sr10847,sys1409,part1
10619,2021-02-08,2021-08-20,,257.8636673,,sr19089,sys1557,part90
10620,2021-06-14,2021-06-23,,0.0,,sr18020,sys1701,part53
10621,2019-04-04,2019-04-16,,0.0,,sr20355,sys1576,part286
10627,2018-11-06,2018-07-29,Field Service,0.0,0.0,sr357,sys1959,part1
10629,2021-01-26,2021-08-05,,9.84419644,0.0,sr226,sys1959,part189
10641,2019-02-27,2019-02-06,Field Service,63.32220538,0.0,sr7639,sys1912,part93
10642,2018-08-10,2019-03-29,Field Service,236.4989458,0.0,sr1332,sys1341,part580
10645,2020-09-10,2020-10-11,,11.11856838,0.0,sr3070,sys1881,part20
10648,2020-10-08,2020-09-18,Field Service,118.3513956,0.0,sr8249,sys1800,part148
10651,2021-07-15,2021-05-09,Field Service,99.62003667,0.0,sr330,sys1800,part51
10656,2020-12-12,2021-12-02,,9.4040996,0.0,sr3403,sys1516,part138
10659,2019-12-03,2019-04-21,,0.929715535,0.0,sr3998,sys1396,part28
10682,2020-09-22,2020-12-14,Field Service,1019.532781,0.0,sr1941,sys1755,part19
10685,2020-05-19,2020-06-20,Field Service,671.2081971,0.0,sr3112,sys1226,part119
10687,2019-07-16,2019-08-29,Field Service,304.4260152,0.0,sr3817,sys1226,part18
10698,2019-03-12,2020-02-22,,137.919705,0.0,sr1467,sys1388,part25
10712,2020-01-22,2020-02-23,Field Service,253.7597393,0.0,sr5285,sys1763,part24
10717,2019-10-10,2019-11-22,,63.46081526,0.0,sr24223,sys1539,part9
10719,2018-10-30,2018-03-12,Field Service,934.5900222999999,0.0,sr4065,sys1539,part1
10723,2017-04-13,2017-06-26,Field Service,6109.292374000001,0.0,sr295,sys2249,part66
10730,2017-04-10,2017-11-11,Field Service,400.4845779,0.0,sr2965,sys1727,part85
10744,2020-06-15,2020-07-21,Field Service,62.28462427,0.0,sr12079,sys2358,part9
10748,2020-08-31,2020-10-17,Field Service,267.1153415,0.0,sr96,sys2234,part96
10758,2014-07-29,2014-05-09,Field Service,110.66371609999999,0.0,sr12886,sys1393,part42
10761,2018-07-27,2018-10-26,Field Service,890.85,0.0,sr197,sys1617,part1
10771,2017-10-13,2017-11-26,,1.810374572,0.0,sr8042,sys1927,part41
10776,2020-07-21,2020-08-23,,32.6268657,0.0,sr5607,sys2032,part161
10778,2020-09-06,2020-07-18,Field Service,1182.330191,0.0,sr10603,sys2024,part13
10792,2020-08-26,2020-12-12,Field Service,96.91,0.0,sr62,sys1790,part105
10802,2020-08-14,2020-09-16,Field Service,906.68,0.0,sr3408,sys1695,part8
10803,2020-09-22,2020-03-10,Field Service,175.1,0.0,sr4049,sys1768,part748
10814,2020-07-22,2020-08-23,Field Service,181.9308809,0.0,sr4035,sys1345,part10
10821,2020-09-09,2020-10-29,,8.7221336,0.0,sr472,sys2478,part397
10823,2020-02-07,2020-07-23,Field Service,731.3124,0.0,sr146,sys1523,part29
10824,2019-11-13,2019-12-23,Field Service,236.35304219999998,0.0,sr12898,sys1523,part74
10826,2020-02-24,2020-04-30,,7.778895512,0.0,sr289,sys1122,part33
10828,2019-12-16,2020-06-03,Field Service,13737.02243,0.0,sr1027,sys1599,part2
10831,2014-05-11,2014-11-26,,102.61852309999999,0.0,sr14255,sys1125,part42
10833,2014-03-19,2014-03-05,,369.2869202,0.0,sr2038,sys1125,part1251
10834,2017-05-29,2017-09-29,Field Service,118.77149250000001,0.0,sr3486,sys1121,part717
10841,2020-09-01,2020-01-14,,0.0,,sr23741,sys1226,part522
10842,2021-06-09,2021-09-23,,0.0,,sr23042,sys1854,part109
10843,2021-07-19,2021-07-27,,0.0,,sr20561,sys2153,part118
10844,2020-12-28,2021-04-01,,14025.02845,,sr26195,sys1747,part3
10845,2020-02-01,2020-08-01,,1196.425744,,sr14960,sys1964,part13
10851,2021-09-04,2021-04-06,Field Service,5068.285827000001,0.0,sr1744,sys1898,part66
10852,2020-04-11,2020-12-19,Field Service,108.111525,0.0,sr791,sys1898,part275
10855,2021-01-26,2021-08-05,,23.19830136,0.0,sr226,sys1959,part152
10856,2018-09-03,2018-12-04,Field Service,141.94422590000002,0.0,sr1511,sys1469,part49
10861,2021-05-22,2021-06-28,Field Service,42.9727132,0.0,sr102,sys1912,part34
10862,2020-12-24,2021-06-03,Field Service,99.16862514,0.0,sr3518,sys1912,part67
10866,2021-08-02,2021-03-15,Field Service,67.44234302,0.0,sr3292,sys1716,part9
10878,2020-05-12,2021-11-02,Field Service,61.18038511,0.0,sr9915,sys1800,part93
10881,2018-10-24,2018-12-24,Field Service,333.1807922,0.0,sr1267,sys1914,part26
10886,2018-08-13,2018-09-24,,3.72222641,0.0,sr718,sys1516,part520
10890,2019-12-03,2019-04-21,,18.08362189,0.0,sr3998,sys1396,part39
10906,2020-02-03,2020-05-04,,31.145424199999997,0.0,sr4922,sys1837,part828
10908,2018-02-13,2018-03-18,Field Service,468.4066641,0.0,sr2874,sys1837,part163
10910,2019-04-29,2019-05-31,Field Service,2250.911458,0.0,sr6407,sys1837,part58
10911,2017-01-11,2017-04-12,,36.92124214,0.0,sr6159,sys1837,part43
10913,2018-03-12,2019-04-01,,9.114399576,0.0,sr5770,sys1837,part80
10930,2018-02-04,2018-06-05,Field Service,727.0495859,0.0,sr4072,sys1763,part64
10934,2021-09-17,2021-09-20,Field Service,99.32250722,0.0,sr5746,sys1598,part67
10938,2018-12-19,2019-08-02,Field Service,525.8210215,0.0,sr10950,sys1380,part100
10940,2020-09-21,2020-10-26,Field Service,227.810795,0.0,sr4974,sys1539,part11
10941,2017-06-19,2017-07-23,,122.6290406,0.0,sr15616,sys1539,part107
10958,2021-04-19,2021-09-07,,4.67909672,0.0,sr5038,sys1727,part38
10964,2020-03-18,2020-04-24,Field Service,830.125862,0.0,sr11389,sys2301,part1
10965,2019-11-26,2020-03-01,,16.36066873,0.0,sr653,sys1883,part39
10973,2017-06-26,2017-04-09,Field Service,348.3540123,0.0,sr1729,sys2234,part74
10975,2020-01-29,2020-06-04,Field Service,253.7597393,0.0,sr7605,sys2234,part24
10978,2020-07-13,2020-12-13,,32.52745574,0.0,sr8536,sys2234,part23
10979,2017-06-14,2017-07-25,Field Service,387.31917169999997,0.0,sr861,sys1797,part55
10993,2018-03-27,2018-05-05,Field Service,17005.61,0.0,sr1871,sys1646,part3
10996,2016-05-30,2016-06-17,Field Service,15607.45336,0.0,sr4664,sys1852,part27
11001,2021-11-02,2021-03-17,Field Service,315.8369209,0.0,sr5506,sys2032,part54
11003,2021-06-03,2021-10-04,,18.60067916,0.0,sr4892,sys2322,part48
11010,2021-01-14,2021-08-02,Field Service,251.41,0.0,sr2663,sys2134,part90
11016,2017-11-08,2017-09-14,Field Service,292.76,0.0,sr2720,sys2111,part7
11023,2021-02-25,2021-06-29,Field Service,780.99,0.0,sr19,sys1790,part350
11027,2019-06-09,2019-10-10,,22.06,0.0,sr7371,sys1715,part12
11034,2021-06-04,2021-08-17,Field Service,59.85,0.0,sr458,sys1768,part93
11035,2017-11-13,2017-11-21,Field Service,12853.47,0.0,sr3036,sys1768,part16
11041,2016-11-23,2017-01-01,Field Service,853.0390444,0.0,sr5912,sys1957,part1
11066,2013-11-15,2014-06-02,Field Service,0.0,0.0,sr438,sys1121,part442
11073,2018-12-28,2019-01-02,,10.3967955,0.0,sr5397,sys1524,part276
11082,2018-09-10,2018-08-12,Field Service,704.9396116,0.0,sr59,sys909,part118
11088,2019-08-28,2019-10-15,Field Service,81.56212679999999,0.0,sr6803,sys2209,part896
11090,2019-12-06,2019-07-22,Field Service,102.77945559999999,0.0,sr1889,sys2209,part164
11097,2018-11-19,2019-01-15,Field Service,116.3984094,0.0,sr6124,sys744,part63
11100,2019-11-15,2020-10-02,Field Service,852.8757352,0.0,sr11719,sys870,part1
11114,2021-08-06,2021-07-18,Field Service,368.54946110000003,0.0,sr6436,sys745,part30
11124,2020-05-27,2020-09-07,Field Service,214.395441,0.0,sr14480,sys586,part6
11125,2016-12-29,2017-01-30,Field Service,115.55723119999999,0.0,sr8471,sys586,part257
11140,2020-04-24,2020-06-13,Field Service,13552.63321,0.0,sr3136,sys716,part3
11147,2019-03-21,2019-05-24,Field Service,114.9817186,0.0,sr10340,sys864,part63
11150,2019-09-09,2019-12-10,Field Service,1102.642276,0.0,sr3835,sys623,part133
11155,2020-07-13,2020-08-27,,1.754092548,0.0,sr1303,sys921,part28
11157,2017-05-09,2017-10-13,Field Service,678.0559755,0.0,sr1801,sys2029,part122
11160,2020-01-24,2020-01-03,,17.11314913,0.0,sr2792,sys2133,part39
11168,2016-11-17,2017-02-01,Field Service,17135.44033,0.0,sr416,sys742,part3
11183,2017-02-14,2017-10-04,Field Service,262.442817,0.0,sr1442,sys854,part102
11189,2017-02-23,2017-04-23,Field Service,12470.77005,0.0,sr884,sys1449,part27
11192,2020-03-11,2020-06-12,Field Service,155.309151,0.0,sr6933,sys819,part107
11195,2020-07-07,2020-08-08,Field Service,1194.649467,0.0,sr6729,sys757,part53
11200,2019-09-23,2019-11-24,Field Service,566.4295511,0.0,sr44,sys932,part37
11201,2021-10-02,2021-03-27,Field Service,1370.2428300000001,0.0,sr8851,sys706,part60
11211,2016-04-08,2016-06-09,Field Service,18016.206000000002,0.0,sr1964,sys686,part3
11212,2020-11-23,2021-06-02,,10.23249415,0.0,sr99,sys686,part189
11219,2020-01-28,2020-08-13,,19.4526483,0.0,sr56,sys1446,part33
11222,2020-10-29,2020-05-12,,2.348680585,0.0,sr3197,sys661,part180
11232,2019-11-27,2020-04-01,Field Service,884.2779956,0.0,sr615,sys695,part8
11235,2016-03-03,2016-07-04,Field Service,2775.976433,0.0,sr6041,sys547,part4
11241,2020-03-03,2020-10-04,Field Service,53.39200188,0.0,sr2806,sys643,part192
11242,2017-12-22,2018-02-24,,62.28615008,0.0,sr875,sys1910,part5
11243,2017-09-19,2017-10-28,Field Service,129.1776993,0.0,sr8000,sys1910,part257
11246,2019-07-24,2019-03-09,Field Service,271.89927819999997,0.0,sr9361,sys1575,part7
11248,2018-06-11,2018-12-16,Field Service,185.9719335,0.0,sr8232,sys1793,part447
11255,2016-02-12,2017-03-14,Field Service,124.53348490000002,0.0,sr208,sys927,part104
11256,2016-02-12,2017-03-14,Field Service,408.456992,0.0,sr208,sys927,part536
11259,2020-04-24,2020-08-30,Field Service,2449.578999,0.0,sr79,sys2331,part4
11280,2017-01-19,2017-02-26,Field Service,445.3182511,0.0,sr1167,sys2087,part22
11290,2018-04-13,2018-01-06,Field Service,62.30092586,0.0,sr224,sys2042,part70
11307,2020-02-21,2020-08-14,Field Service,1510.95,0.0,sr4917,sys1584,part146
11316,2017-07-11,2018-01-20,Field Service,965.3490111,0.0,sr39,sys1375,part1
11318,2021-02-19,2021-03-16,Field Service,999.4122441,0.0,sr3131,sys2195,part19
11320,2017-01-16,2017-02-17,Field Service,105.9113342,0.0,sr25305,sys2460,part120
11326,2017-11-29,2018-02-01,Field Service,554.4734282000001,0.0,sr3737,sys1886,part308
11335,2016-10-14,2016-11-25,Field Service,17313.299730000002,0.0,sr795,sys1956,part2
11336,2018-01-30,2018-06-03,,24.62469021,0.0,sr6739,sys1023,part366
11339,2018-10-19,2018-11-25,Field Service,927.6345957999998,0.0,sr7754,sys1023,part162
11350,2021-10-05,2021-09-17,,10.20661637,0.0,sr154,sys2369,part173
11361,2019-05-14,2019-06-06,,14489.368330000001,0.0,sr2736,sys1891,part2
11362,2021-07-13,2021-07-29,,9.643659,0.0,sr4336,sys1746,part14
11366,2021-03-29,2021-04-22,,268.39175290000003,0.0,sr18268,sys1696,part781
11374,2019-03-20,2019-03-30,,32.03745506,0.0,sr8798,sys1774,part216
11382,2017-07-24,2017-08-27,Field Service,133.370791,0.0,sr2915,sys1579,part533
11384,2017-08-29,2017-10-20,,221.0385772,0.0,sr15684,sys2414,part11
11395,2016-11-21,2016-11-29,Field Service,251.57434300000003,0.0,sr5480,sys1546,part50
11397,2020-09-18,2021-05-01,,212.0267196,0.0,sr8180,sys1546,part15
11398,2020-05-19,2020-08-14,,25.86868582,0.0,sr8379,sys1546,part98
11400,2019-02-07,2019-09-08,Field Service,186.3491648,0.0,sr12470,sys1570,part15
11402,2016-09-20,2016-09-28,,18187.75183,0.0,sr619,sys1458,part2
11408,2018-05-23,2018-07-23,Field Service,17400.17539,0.0,sr401,sys1591,part2
11418,2018-05-14,2018-05-30,,12384.87,0.0,sr1924,sys1351,part16
11434,2016-10-31,2018-04-27,Field Service,4212.99,0.0,sr4640,sys1305,part66
11435,2016-10-31,2018-04-27,Field Service,113.65,0.0,sr4640,sys1305,part177
11436,2017-10-26,2018-04-27,Field Service,34.52,0.0,sr3744,sys1305,part34
11437,2017-12-04,2018-04-27,Field Service,252.47,0.0,sr4842,sys1305,part50
11440,2019-08-22,2019-06-09,Field Service,753.63,0.0,sr564,sys1484,part157
11456,2020-01-10,2020-12-12,,32.38,0.0,sr4752,sys2225,part25
11457,2019-11-25,2019-12-22,Field Service,312.49,0.0,sr1120,sys2225,part142
11459,2019-12-23,2020-01-20,Field Service,94.89,0.0,sr3870,sys1728,part67
11468,2019-12-04,2019-04-06,,8.9,0.0,sr3327,sys1357,part80
11472,2021-04-05,2021-06-14,Field Service,780.99,0.0,sr4082,sys1710,part245
11474,2019-01-29,2019-05-04,,11.25,0.0,sr432,sys1382,part244
11476,2018-07-08,2018-09-25,,9.84,0.0,sr1495,sys1382,part354
11477,2020-07-09,2020-08-12,Field Service,111.57,0.0,sr8884,sys1382,part518
11480,2020-12-03,2020-04-13,Field Service,13695.71,0.0,sr5386,sys1421,part3
11481,2017-11-13,2018-12-03,Field Service,50.49,0.0,sr7620,sys1421,part258
11485,2020-06-23,2020-10-08,,212.56,0.0,sr15539,sys2096,part6
11487,2019-11-15,2019-12-19,,8.54,0.0,sr253,sys2343,part1030
11504,2020-06-05,2020-12-06,,16.40987533,0.0,sr3770,sys1784,part249
11505,2020-06-01,2020-02-15,,28.15816902,0.0,sr2397,sys1784,part5
11506,2019-01-11,2019-11-11,Field Service,14212.86294,0.0,sr3577,sys1784,part2
11509,2020-05-24,2020-06-28,Field Service,44.97398056,0.0,sr10376,sys1998,part532
11519,2020-12-22,2021-01-24,Field Service,620.0426466,0.0,sr2143,sys1486,part121
11522,2018-02-16,2018-08-04,Field Service,984.3056955,0.0,sr574,sys1486,part1
11524,2017-05-18,2017-03-07,Field Service,846.5114411000001,0.0,sr5668,sys1634,part1
11526,2018-02-03,2018-07-04,Field Service,984.3056955,0.0,sr6578,sys1634,part1
11536,2018-06-25,2018-07-29,Field Service,233.3474242,0.0,sr6547,sys1884,part6
11541,2018-02-01,2018-06-26,Field Service,423.3452308,0.0,sr1,sys1921,part600
11547,2018-02-28,2018-03-27,Field Service,931.3248060000001,0.0,sr1522,sys1709,part8
11550,2020-11-08,2020-09-27,Field Service,848.685509,0.0,sr178,sys2197,part8
11556,2018-11-15,2019-01-02,Field Service,47.50725478,0.0,sr5591,sys1567,part434
11565,2017-02-10,2017-11-24,Field Service,513.2132121999999,0.0,sr8677,sys1778,part993
11569,2020-12-14,2021-09-02,,2213.709412,0.0,sr2114,sys1935,part84
11570,2020-03-13,2020-05-28,,245.74400640000002,0.0,sr6301,sys1858,part86
11575,2020-06-06,2020-12-08,Field Service,141.2242114,0.0,sr2061,sys1999,part1174
11576,2018-08-14,2018-11-27,,6.0800147760000005,0.0,sr4563,sys1999,part33
11578,2020-01-14,2020-02-03,Field Service,942.3581072000001,0.0,sr7332,sys1637,part8
11587,2021-10-05,2021-11-09,,23.48078765,0.0,sr281,sys1459,part12
11591,2020-08-01,2020-03-04,,24.35675127,0.0,sr2217,sys1996,part89
11593,2020-08-01,2020-03-04,Field Service,105.3382203,0.0,sr2217,sys1996,part114
11614,2018-03-23,2018-08-06,,27.40303882,0.0,sr5288,sys2077,part17
11615,2020-05-03,2020-04-16,Field Service,61.28990692,0.0,sr6501,sys1261,part9
11623,2019-07-06,2019-07-23,Field Service,99.72439256,0.0,sr4411,sys1652,part49
11627,2020-06-29,2020-08-23,Field Service,142.78987990000002,0.0,sr443,sys2154,part422
11638,2017-06-19,2017-08-26,Field Service,59.68175347,0.0,sr3916,sys1902,part46
11644,2021-02-26,2021-04-04,,4.141834763,0.0,sr4476,sys1868,part33
11647,2018-09-17,2018-10-29,,32.24496673,0.0,sr3204,sys1677,part193
11650,2020-03-19,2020-05-09,,95.28320674,0.0,sr1831,sys1001,part17
11655,2021-01-18,2021-02-19,,32.87577948,0.0,sr8097,sys806,part23
11659,2020-10-20,2021-01-20,Field Service,252.5592486,0.0,sr93,sys1100,part6
11660,2020-07-16,2020-08-27,Field Service,729.151535,0.0,sr7992,sys1100,part77
11664,2018-03-19,2018-07-23,Field Service,2815.726577,0.0,sr351,sys1100,part4
11667,2020-04-14,2020-04-06,,31.76463344,0.0,sr6086,sys1100,part379
11669,2020-08-13,2020-08-21,Field Service,602.873621,0.0,sr11,sys2244,part37
11680,2021-09-15,2021-09-17,Field Service,14320.46075,0.0,sr4798,sys1691,part3
11684,2021-04-19,2021-04-28,,38.994876899999994,0.0,sr12784,sys1877,part1107
11698,2020-06-30,2020-09-14,Field Service,13695.71,0.0,sr124,sys1448,part2
11700,2019-11-10,2019-12-15,Field Service,70.89862973,0.0,sr68,sys1503,part472
11705,2016-11-25,2017-02-01,Field Service,17135.44033,0.0,sr1113,sys2305,part2
11706,2018-01-18,2018-03-17,Field Service,17876.61043,0.0,sr754,sys2426,part3
11707,2017-09-25,2017-03-12,Field Service,10150.38372,0.0,sr4121,sys2426,part40
11708,2018-08-22,2018-09-23,,9.32592162,0.0,sr994,sys2040,part80
11721,2018-11-26,2018-12-31,,29.4791424,0.0,sr2760,sys1075,part5
11722,2017-03-04,2017-05-05,Field Service,57.20621824,0.0,sr1170,sys1075,part70
11727,2017-06-06,2017-07-14,Field Service,135.6172955,0.0,sr616,sys2470,part746
11731,2017-04-29,2017-05-06,Field Service,17004.18978,0.0,sr2724,sys884,part3
11735,2019-04-03,2019-07-04,Field Service,352.44994710000003,0.0,sr5620,sys812,part77
11737,2019-11-02,2019-03-16,Field Service,2660.082046,0.0,sr5237,sys812,part87
11747,2017-11-14,2018-02-16,,4.167417056000001,0.0,sr7240,sys2458,part57
11772,2017-03-27,2017-06-04,,17093.8501,0.0,sr709,sys1640,part2
11783,2019-07-01,2019-01-14,Field Service,191.59680600000002,0.0,sr5161,sys2068,part31
11801,2017-07-13,2017-08-21,Field Service,299.3135441,0.0,sr11472,sys2501,part7
11814,2020-12-30,2021-05-02,Field Service,506.68956449999996,0.0,sr5054,sys2157,part166
11824,2018-10-27,2018-03-12,,21.19614182,0.0,sr3605,sys1551,part95
11827,2019-07-02,2019-03-25,Field Service,277.8825876,0.0,sr10989,sys1712,part62
11828,2019-10-10,2019-11-22,,29.17423242,0.0,sr286,sys1712,part43
11829,2021-02-18,2021-03-23,,3.935350332,0.0,sr6460,sys1712,part57
11835,2020-12-02,2020-06-04,,6.913371672,0.0,sr5967,sys1583,part82
11838,2020-10-15,2020-11-20,,19.60381132,0.0,sr1239,sys1831,part324
11840,2020-07-20,2020-10-25,Field Service,335.1705701,0.0,sr9510,sys1522,part65
11846,2021-07-27,2021-08-28,Field Service,262.18469619999996,0.0,sr2012,sys1729,part96
11848,2021-04-20,2021-07-19,,34.68524193,0.0,sr87,sys1693,part193
11855,2019-12-23,2020-11-02,Field Service,119.7475364,0.0,sr162,sys1635,part675
11865,2018-06-02,2018-04-29,Field Service,1541.843374,0.0,sr4946,sys1920,part13
11870,2021-10-06,2021-07-18,Field Service,2314.707474,0.0,sr2761,sys1666,part84
11872,2017-10-18,2017-03-12,,23.56613168,0.0,sr8809,sys1807,part95
11883,2021-03-23,2021-03-05,Field Service,67.85141202,0.0,sr2035,sys1612,part9
11884,2019-12-27,2020-03-13,,26.88255416,0.0,sr2080,sys1564,part240
11887,2019-02-27,2019-07-04,Field Service,151.3375895,0.0,sr7148,sys1632,part32
11890,2017-11-28,2018-06-01,,16.79990001,0.0,sr3896,sys1733,part82
11898,2021-07-28,2021-03-09,Field Service,199.2422042,0.0,sr5143,sys1629,part31
11927,2021-06-18,2021-07-25,Field Service,525.8328859000001,0.0,sr1674,sys1529,part272
11928,2020-01-16,2020-02-18,Field Service,615.7173084,0.0,sr13919,sys1529,part122
11936,2018-11-27,2019-11-01,Field Service,288.1511861,0.0,sr816,sys1495,part51
11937,2020-01-12,2021-08-01,Field Service,1012.82074,0.0,sr1600,sys1495,part8
11938,2017-02-15,2017-03-20,Field Service,915.1870690999999,0.0,sr2757,sys1724,part8
11939,2018-09-01,2018-11-02,Field Service,936.4747117000001,0.0,sr8396,sys1880,part1
11942,2020-12-14,2021-01-31,,6.59166611,0.0,sr4066,sys1880,part82
11949,2018-01-25,2018-06-16,Field Service,97.91117337,0.0,sr1642,sys1779,part127
11954,2018-08-02,2018-03-30,,17.87481027,0.0,sr84,sys2062,part174
11966,2012-05-11,2012-06-12,Field Service,0.0,0.0,sr3838,sys2230,part434
