,ownershiptype,systemcoveragelevelwarrantyc,installdate,ageagainstinstallation,deinstalldate,avgreplacementage,expectedreplacementdate,transferacceptancedate,shippeddate,warrantystartdate,warrantyenddate,contractstartdate,contractenddate,typ,contract_line_status,contract_length_days,contract_start_date,contract_end_date,contractcanceldate,last_covered_date,contract_length_months,dummy_sysid
102084,,Contract,2013-12-10,7.81,,6.33,APR-10-2020,,DEC-07-2013,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1078
142763,,Contract,2013-12-10,7.81,,0.61,JUL-21-2014,DEC-13-2013,,,,JUL-01-2019,JUN-30-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1447
111653,Purchase,Contract,2013-12-12,7.8,,3.07,JAN-06-2017,DEC-18-2013,DEC-12-2013,DEC-12-2013,DEC-17-2014,,,WARRANTY,,,,,,31-03-2022 17:00,,sys17
64913,,Contract,2013-12-13,7.8,,0.27,MAR-24-2014,DEC-16-2013,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1659
91410,Purchase,Contract,2013-12-13,7.8,,3.07,JAN-07-2017,DEC-31-2013,DEC-03-2013,,,APR-01-2016,APR-30-2016,CONTRACTS,Terminated,30.0,17:08.0,00:00.0,00:00.0,31-03-2022 17:00,1.0,sys189
100728,,HBS,2013-12-14,7.8,,4.12,JAN-26-2018,,,,,JUN-02-2020,JUN-01-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,11/6/2021 0:00,12.0,sys2030
13817,,Contract,2013-12-15,7.79,,2.81,OCT-08-2016,,,,,SEP-03-2021,SEP-02-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,2/9/2022 0:00,12.0,sys1496
87391,,HBS,2013-12-16,7.79,,2.98,DEC-11-2016,MAY-13-2014,,,,DEC-27-2014,JAN-26-2017,CONTRACTS,Expired,762.0,,,,26-01-2017 00:00,25.0,sys2677
42998,Purchase,HBS,2013-12-16,7.79,,3.58,JUL-15-2017,DEC-17-2013,DEC-07-2013,DEC-21-2013,DEC-26-2014,,,WARRANTY,,,,,,31-03-2020 17:00,,sys397
37904,,HBS,2013-12-16,7.79,,6.33,APR-16-2020,,DEC-14-2013,,,,,COMPONENT,,,,,,31-12-2023 00:00,,sys1096
134899,Purchase,Contract,2013-12-16,7.79,,4.26,MAR-20-2018,DEC-22-2013,DEC-16-2013,,,JAN-01-2016,JUN-30-2026,CONTRACTS,Active,3834.0,00:00.0,00:00.0,,30-06-2026 17:00,126.0,sys285
105260,Purchase,Contract,2013-12-16,7.79,,3.07,JAN-10-2017,DEC-16-2013,DEC-16-2013,,,NOV-04-2020,NOV-03-2025,CONTRACTS,,,17:08.0,17:08.0,,3/11/2025 18:00,,sys304
36980,,Contract,2013-12-16,7.79,,2.98,DEC-11-2016,MAY-29-2013,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2153
12881,Purchase,Contract,2013-12-17,7.79,,3.07,JAN-11-2017,DEC-18-2013,DEC-04-2013,,,,,COMPONENT,,,,,,31-05-2024 17:00,,sys185
66622,,HBS,2013-12-18,7.78,,4.12,JAN-30-2018,,,,,JAN-01-2019,JUN-30-2019,CONTRACTS,Active,181.0,00:00.0,00:00.0,,31-12-2020 00:00,6.0,sys1947
156172,,Contract,2013-12-18,7.78,,4.05,JAN-06-2018,,,,,,,COMPONENT,,,,,,17-12-2021 00:00,,sys1589
62586,,Contract,2013-12-18,7.78,,0.27,MAR-29-2014,DEC-27-2013,SEP-27-2013,,,DEC-23-2021,MAR-22-2022,CONTRACTS,Active,90.0,,,,22-03-2022 00:00,3.0,sys706
159432,,Contract,2013-12-20,7.78,,0.27,MAR-31-2014,DEC-23-2013,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1946
68651,Purchase,Contract,2013-12-20,7.78,,4.26,MAR-24-2018,DEC-23-2013,DEC-10-2013,,,,,COMPONENT,,,,,,31-05-2022 17:00,,sys208
160314,,Contract,2013-12-23,7.77,,2.98,DEC-18-2016,DEC-27-2013,,,,JAN-01-2018,DEC-31-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys1939
80746,Lease,Contract,2013-12-24,7.77,,5.69,SEP-02-2019,,DEC-21-2013,,,DEC-26-2020,DEC-25-2021,CONTRACTS,Accepted,365.0,,,,25-12-2021 00:00,12.0,sys1030
88006,,Contract,2013-12-25,7.76,,5.69,SEP-03-2019,,DEC-21-2013,,,,,COMPONENT,,,,,,31-03-2024 00:00,,sys1338
147267,,Contract,2013-12-26,7.76,,5.07,JAN-20-2019,,DEC-26-2013,,,MAY-01-2018,APR-30-2020,CONTRACTS,Expired,731.0,,,,30-11-2023 00:00,24.0,sys822
66138,,HBS,2013-12-28,7.76,,0.61,AUG-08-2014,MAR-04-2014,,,,,,COMPONENT,,,,,,21-03-2017 00:00,,sys2743
138980,,HBS,2013-12-28,7.76,,2.36,MAY-11-2016,JUN-03-2014,NOV-26-2013,,,,,COMPONENT,,,,,,,,sys556
67202,Purchase,Contract,2013-12-29,7.75,,4.26,APR-02-2018,DEC-31-2013,DEC-29-2013,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys199
43310,,Contract,2013-12-30,7.75,,4.01,JAN-04-2018,,,,,JAN-20-2021,JAN-19-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,19-01-2022 00:00,12.0,sys2239
139904,,HBS,2013-12-31,7.75,,4.12,FEB-12-2018,,,JAN-01-2014,DEC-31-2014,,,WARRANTY,,,,,,,,sys2181
102050,,Contract,2014-01-09,7.72,,0.61,AUG-20-2014,JAN-23-2014,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1635
129853,,HBS,2014-01-09,7.72,,4.12,FEB-21-2018,,,,,,,COMPONENT,,,,,,,,sys2113
141757,,Contract,2014-01-09,7.72,,1.95,DEC-25-2015,MAR-14-2014,JAN-09-2014,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys909
53290,,Contract,2014-01-12,7.72,,5.69,SEP-21-2019,,JAN-09-2014,,,FEB-01-2020,JAN-31-2021,CONTRACTS,Expired,366.0,,,,28-02-2022 00:00,12.0,sys1400
47797,Purchase,Contract,2014-01-17,7.7,,3.07,FEB-11-2017,JAN-20-2014,JAN-17-2014,,,MAY-16-2018,MAY-31-2021,CONTRACTS,Terminated,1112.0,17:08.0,00:00.0,00:00.0,31-05-2026 17:00,36.51612,sys26
140344,,Contract,2014-01-20,7.69,,0.61,AUG-31-2014,JAN-22-2014,,JAN-20-2014,JAN-19-2015,,,WARRANTY,,,,,,30-09-2021 00:00,,sys1384
144281,,Contract,2014-01-21,7.69,,2.98,JAN-16-2017,MAR-19-2014,,,,APR-30-2021,DEC-31-2021,CONTRACTS,Accepted,246.0,,,,31-12-2021 00:00,8.06452,sys2503
130478,,Contract,2014-01-22,7.69,,6.33,MAY-23-2020,,JAN-18-2014,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1271
123321,,HBS,2014-01-23,7.69,,6.64,SEP-14-2020,,,,,,,WARRANTY,,,,,,,,sys2353
40284,,Contract,2014-01-24,7.68,,6.33,MAY-25-2020,,JAN-19-2014,FEB-13-2014,FEB-28-2015,,,WARRANTY,,,,,,31-03-2023 00:00,,sys1139
106080,,Contract,2014-01-24,7.68,,4.35,JUN-01-2018,MAR-24-2014,DEC-23-2013,,,,,COMPONENT,,,,,,31-12-2023 00:00,,sys797
33664,Purchase,Contract,2014-01-27,7.67,,4.38,JUN-16-2018,FEB-07-2014,JAN-27-2014,,,JAN-01-2016,JUN-30-2026,CONTRACTS,Active,3834.0,00:00.0,00:00.0,,30-06-2026 17:00,126.0,sys270
34260,,HBS,2014-01-28,7.67,,5.69,OCT-07-2019,JUN-18-2014,,,,,,COMPONENT,,,,,,31-12-2018 00:00,,sys2579
24189,Purchased,Contract,2014-01-29,7.67,,4.01,FEB-03-2018,JAN-29-2014,JAN-29-2014,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys585
157963,Purchase,Contract,2014-02-02,7.66,,3.58,SEP-01-2017,DEC-31-2013,DEC-12-2013,,,FEB-08-2019,FEB-11-2020,CONTRACTS,Terminated,369.0,00:00.0,00:00.0,00:00.0,30-06-2026 17:00,12.12903,sys248
42625,Purchase,Contract,2014-02-04,7.65,,4.26,MAY-09-2018,FEB-10-2014,DEC-20-2013,FEB-04-2014,FEB-09-2015,,,WARRANTY,,,,,,30-09-2026 17:00,,sys41
36011,,Contract,2014-02-04,7.65,,1.95,JAN-20-2016,DEC-23-2013,,,,JAN-04-2014,FEB-03-2014,CONTRACTS,Active,31.0,00:00.0,00:00.0,,31-12-2021 00:00,1.0,sys1933
64525,,Contract,2014-02-05,7.65,,1.95,JAN-21-2016,DEC-20-2013,,,,JAN-01-2021,APR-13-2021,CONTRACTS,Active,103.0,00:00.0,00:00.0,,31-12-2021 00:00,3.41935,sys1850
129013,,Contract,2014-02-05,7.65,,5.07,MAR-02-2019,,FEB-05-2014,,,FEB-05-2015,JAN-04-2016,CONTRACTS,Expired,334.0,,,,25-03-2022 00:00,11.0,sys1502
112667,Lease,Contract,2014-02-10,7.64,,5.69,OCT-20-2019,,FEB-07-2014,,,,,COMPONENT,,,,,,28-02-2022 00:00,,sys1237
60216,Purchase,Contract,2014-02-10,7.64,,4.26,MAY-15-2018,FEB-20-2014,JAN-28-2014,,,JAN-01-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys326
78929,Purchase,Contract,2014-02-10,7.64,,4.46,JUL-30-2018,FEB-19-2014,FEB-10-2014,,,,,COMPONENT,,,,,,31-12-2025 06:00,,sys220
54798,Purchase,Contract,2014-02-10,7.64,,3.07,MAR-07-2017,FEB-28-2014,JAN-22-2014,,,JUL-01-2017,JUN-30-2024,CONTRACTS,Active,2557.0,15:00.0,00:00.0,,30-06-2024 05:00,84.0,sys59
134809,,Contract,2014-02-12,7.63,,1.95,JAN-28-2016,,JAN-07-2014,,,JAN-01-2019,DEC-31-2022,CONTRACTS,Accepted,1461.0,,,,31-12-2022 00:00,48.0,sys740
52349,,Contract,2014-02-12,7.63,,2.98,FEB-07-2017,JAN-19-2015,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2533
160647,,HBS,2014-02-12,7.63,,2.98,FEB-07-2017,JAN-21-2015,,,,JAN-21-2016,FEB-20-2018,CONTRACTS,Expired,762.0,,,,31-12-2020 00:00,25.0,sys2609
158695,,Contract,2014-02-12,7.63,,2.98,FEB-07-2017,MAR-26-2015,,,,JUN-09-2021,DEC-31-2021,CONTRACTS,Accepted,206.0,,,,31-12-2021 00:00,6.74194,sys2519
159084,,Contract,2014-02-12,7.63,,0.61,SEP-23-2014,FEB-26-2014,,,,JAN-01-2019,DEC-31-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1886
127474,,HBS,2014-02-12,7.63,,2.98,FEB-07-2017,JUN-08-2015,,,,FEB-17-2016,MAR-17-2018,CONTRACTS,Expired,760.0,,,,17-03-2018 00:00,25.03226,sys2813
102491,,Contract,2014-02-13,7.63,,5.55,SEP-04-2019,,FEB-10-2014,,,APR-01-2015,MAR-31-2020,CONTRACTS,Expired,1827.0,,,,31-03-2025 00:00,60.0,sys1173
19096,,Contract,2014-02-15,7.62,,0.61,SEP-26-2014,FEB-25-2014,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2165
44996,,Contract,2014-02-16,7.62,,5.69,OCT-26-2019,,FEB-06-2014,,,,,COMPONENT,,,,,,31-03-2024 00:00,,sys1406
77391,,Contract,2014-02-17,7.62,,0.27,MAY-29-2014,MAR-14-2014,JAN-21-2014,,,FEB-25-2014,FEB-24-2015,CONTRACTS,Active,365.0,,,,25-02-2022 00:00,12.0,sys742
39460,,HBS,2014-02-20,7.61,,0.61,OCT-01-2014,FEB-27-2014,,FEB-20-2014,FEB-19-2015,,,WARRANTY,,,,,,19-05-2018 00:00,,sys1983
36229,,Contract,2014-02-20,7.61,,5.69,OCT-30-2019,,FEB-17-2014,,,APR-01-2020,MAR-31-2023,CONTRACTS,Accepted,1095.0,,,,31-03-2023 00:00,36.0,sys1412
154578,,Contract,2014-02-22,7.6,,4.35,JUN-30-2018,MAY-02-2014,,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1949
154539,,Contract,2014-02-24,7.6,,2.98,FEB-19-2017,FEB-26-2014,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1777
61270,,HBS,2014-02-26,7.59,,5.69,NOV-05-2019,,FEB-23-2014,FEB-28-2014,FEB-28-2015,,,WARRANTY,,,,,,,,sys1377
94164,,Contract,2014-02-26,7.59,,6.33,JUN-27-2020,,,,,,,COMPONENT,,,,,,31-05-2022 00:00,,sys1156
126114,,Contract,2014-02-26,7.59,,5.69,NOV-05-2019,,FEB-23-2014,MAR-01-2014,FEB-28-2015,,,WARRANTY,,,,,,31-03-2022 00:00,,sys1360
59320,,Contract,2014-02-26,7.59,,1.97,FEB-17-2016,,,,,,,COMPONENT,,,,,,3/3/2025 0:00,,sys1611
53455,,Contract,2014-02-28,7.59,,5.69,NOV-07-2019,,FEB-24-2014,,,,,COMPONENT,,,,,,31-03-2025 00:00,,sys1072
2438,,Contract,2014-03-02,7.58,,4.12,APR-14-2018,,,,,APR-24-2021,OCT-24-2021,CONTRACTS,Active,184.0,00:00.0,00:00.0,,24-10-2021 00:00,6.03225,sys2228
132885,,HBS,2014-03-03,7.58,,2.98,FEB-26-2017,MAR-04-2014,,,,,,COMPONENT,,,,,,31-12-2018 00:00,,sys2193
132671,,Contract,2014-03-05,7.57,,0.61,OCT-14-2014,DEC-27-2013,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2217
52309,,Contract,2014-03-07,7.57,,5.07,APR-01-2019,,MAR-07-2014,,,,,COMPONENT,,,,,,30-04-2022 00:00,,sys767
132986,,HBS,2014-03-10,7.56,,2.98,MAR-05-2017,,,JUN-18-2014,JUN-18-2015,,,WARRANTY,,,,,,,,sys2296
105162,,Contract,2014-03-10,7.56,,5.69,NOV-17-2019,,MAR-09-2014,,,APR-01-2018,MAR-31-2019,CONTRACTS,Expired,365.0,,,00:00.0,31-03-2022 00:00,12.0,sys1168
19294,,Contract,2014-03-10,7.56,,1.95,FEB-23-2016,MAR-19-2014,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1956
48620,Purchase,Contract,2014-03-10,7.56,,3.07,APR-04-2017,MAR-12-2014,FEB-25-2014,,,MAY-31-2019,MAY-30-2024,CONTRACTS,,,17:08.0,00:00.0,,30-05-2024 17:00,,sys268
7823,Purchase,Contract,2014-03-14,7.55,,2.66,NOV-12-2016,MAR-20-2014,FEB-25-2014,,,MAR-06-2018,AUG-31-2019,CONTRACTS,Terminated,544.0,17:08.0,00:00.0,00:00.0,16-08-2027 17:00,17.8387,sys113
53132,Purchase,Contract,2014-03-14,7.55,,3.07,APR-08-2017,MAR-25-2014,MAR-14-2014,,,MAY-01-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys298
41479,,Contract,2014-03-17,7.54,,0.61,OCT-26-2014,MAR-18-2014,,,,,,COMPONENT,,,,,,31-12-2024 00:00,,sys1846
37799,,Contract,2014-03-18,7.54,,4.01,MAR-23-2018,MAR-25-2014,FEB-16-2014,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys2475
95296,,Contract,2014-03-21,7.53,,1.95,MAR-05-2016,MAR-25-2014,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1797
146955,,Contract,2014-03-21,7.53,,0.61,OCT-30-2014,MAR-25-2014,,,,JAN-01-2016,DEC-31-2016,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1723
153452,Purchase,Contract,2014-03-21,7.53,,4.26,JUN-23-2018,MAR-28-2014,MAR-21-2014,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys360
20541,Purchase,Contract,2014-03-21,7.53,,4.26,JUN-23-2018,MAR-25-2014,FEB-20-2014,,,MAR-21-2015,SEP-20-2015,CONTRACTS,Expired,184.0,15:00.0,00:00.0,,30-06-2026 17:00,6.0,sys267
147764,,Contract,2014-03-22,7.53,,1.95,MAR-06-2016,MAY-18-2015,,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys2376
30965,,Contract,2014-03-22,7.53,,5.69,NOV-29-2019,,,,,,,COMPONENT,,,,,,31-03-2025 00:00,,sys1150
71422,,Contract,2014-03-23,7.52,,1.95,MAR-07-2016,MAY-18-2015,,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys2322
152966,,HBS,2014-03-24,7.52,,0.61,NOV-02-2014,MAR-24-2014,,,,,,COMPONENT,,,,,,,,sys2187
58798,,Contract,2014-03-24,7.52,,4.35,JUL-30-2018,MAR-27-2014,,,,JAN-01-2022,DEC-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,23-03-2023 00:00,12.0,sys1695
65662,,HBS,2014-03-24,7.52,,2.36,AUG-05-2016,MAR-31-2014,DEC-16-2013,,,,,COMPONENT,,,,,,,,sys420
76162,Purchase,Contract,2014-03-24,7.52,,3.77,DEC-30-2017,MAR-25-2014,MAR-24-2014,,,JUL-01-2019,MAR-31-2022,CONTRACTS,,,17:08.0,00:00.0,,31-03-2022 17:00,,sys183
160925,,HBS,2014-03-25,7.52,,2.98,MAR-20-2017,MAR-27-2014,,,,,,COMPONENT,,,,,,,,sys2416
28108,,Contract,2014-03-25,7.52,,3.85,JAN-29-2018,MAR-28-2014,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2033
142110,,Contract,2014-03-26,7.52,,1.95,MAR-10-2016,MAR-28-2014,,,,,,COMPONENT,,,,,,31-03-2025 00:00,,sys1699
25018,,Contract,2014-03-26,7.52,,3.97,MAR-16-2018,,MAR-23-2014,,,,,COMPONENT,,,,,,31-03-2025 00:00,,sys1047
92539,,Contract,2014-03-26,7.52,,1.95,MAR-10-2016,MAR-28-2014,,,,APR-01-2022,MAR-31-2023,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2025 00:00,12.0,sys1800
67850,,Contract,2014-03-26,7.52,,5.07,APR-20-2019,,MAR-26-2014,,,,,COMPONENT,,,,,,14-09-2022 00:00,,sys784
149438,,Contract,2014-03-27,7.51,,4.0,MAR-29-2018,MAR-27-2014,,,,APR-01-2021,MAR-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2023 00:00,12.0,sys1341
107137,,Contract,2014-03-27,7.51,,2.98,MAR-22-2017,MAR-28-2014,,,,JAN-01-2016,DEC-31-2016,CONTRACTS,Active~Proposed,366.0,00:00.0,00:00.0,,14-05-2023 00:00,12.0,sys1594
11550,Purchase,Contract,2014-03-27,7.51,,4.26,JUN-29-2018,MAR-28-2014,MAR-27-2014,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys273
158531,,HBS,2014-03-28,7.51,,0.71,DEC-15-2014,,MAR-28-2014,,,,,COMPONENT,,,,,,,,sys2887
74643,,Contract,2014-03-28,7.51,,4.35,AUG-03-2018,MAR-28-2014,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2023 00:00,12.0,sys1748
81531,Purchase,Contract,2014-03-28,7.51,,3.58,OCT-25-2017,MAR-29-2014,MAR-21-2014,,,MAR-27-2015,JAN-31-2017,CONTRACTS,Terminated,677.0,17:08.0,00:00.0,00:00.0,31-01-2025 18:00,22.16129,sys176
94376,,Contract,2014-03-28,7.51,,4.35,AUG-03-2018,MAR-28-2014,,,,MAY-01-2020,APR-30-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-04-2022 00:00,12.0,sys1994
128596,,Contract,2014-03-31,7.5,,4.0,APR-02-2018,,MAR-31-2014,,,JUL-01-2021,JUN-30-2022,CONTRACTS,Accepted,365.0,,,,30-06-2022 00:00,12.0,sys2625
50425,,HBS,2014-04-04,7.49,,0.61,NOV-13-2014,,,,,,,COMPONENT,,,,,,,,sys2406
133171,Purchase,Contract,2014-04-07,7.48,,3.07,MAY-02-2017,APR-07-2014,DEC-06-2013,,,JUL-01-2020,SEP-30-2020,CONTRACTS,Expired,92.0,17:08.0,00:00.0,,30-09-2025 17:00,3.0,sys15
105407,,Contract,2014-04-09,7.48,,4.01,APR-14-2018,APR-09-2014,,,,,,COMPONENT,,,,,,12/5/2022 0:00,,sys1736
153535,,Contract,2014-04-14,7.46,,2.36,AUG-26-2016,MAY-22-2014,FEB-21-2014,,,,,COMPONENT,,,,,,1/7/2022 0:00,,sys890
18868,,HBS,2014-04-16,7.46,,3.77,JAN-22-2018,SEP-26-2014,DEC-27-2012,,,,,COMPONENT,,,,,,,,sys760
9806,,Contract,2014-04-17,7.46,,1.95,APR-01-2016,JUN-26-2014,,,,JUL-01-2018,DEC-31-2018,CONTRACTS,Active,184.0,,,,31-12-2021 00:00,6.0,sys1937
111889,,Contract,2014-04-18,7.45,,4.01,APR-23-2018,,,,,APR-15-2021,DEC-31-2021,CONTRACTS,Active,261.0,00:00.0,00:00.0,,14-04-2022 00:00,8.54838,sys2081
60131,Purchase,Contract,2014-04-18,7.45,,3.58,NOV-15-2017,APR-25-2014,APR-10-2014,,,APR-18-2015,JUL-31-2018,CONTRACTS,,,15:00.0,00:00.0,,31-12-2024 18:00,,sys75
122231,,Contract,2014-04-19,7.45,,4.12,JUN-01-2018,JUL-09-2014,,,,JUN-15-2016,DEC-31-2016,CONTRACTS,Expired,200.0,,,,31-12-2021 00:00,6.54839,sys2479
10423,,HBS,2014-04-22,7.44,,0.61,DEC-01-2014,,,,,JAN-01-2016,FEB-20-2016,CONTRACTS,Active,51.0,00:00.0,00:00.0,,20-02-2016 00:00,1.64516,sys2384
156062,,HBS,2014-04-22,7.44,,2.98,APR-17-2017,,,,,,,COMPONENT,,,,,,,,sys2059
132365,,Contract,2014-04-22,7.44,,4.35,AUG-28-2018,MAR-27-2014,,,,APR-22-2020,DEC-31-2020,CONTRACTS,Active,254.0,00:00.0,00:00.0,,21-04-2023 00:00,8.32258,sys1834
42115,,Contract,2014-04-25,7.43,,5.55,NOV-14-2019,,APR-25-2014,,,APR-25-2018,APR-24-2019,CONTRACTS,Expired,365.0,,,,30-06-2022 00:00,12.0,sys857
143702,Lease,Contract,2014-05-02,7.41,,3.97,APR-22-2018,,APR-30-2014,MAY-12-2014,MAY-31-2015,,,WARRANTY,,,,,,31-12-2022 00:00,,sys1280
85720,,Contract,2014-05-04,7.41,,3.97,APR-24-2018,,APR-30-2014,,,,,COMPONENT,,,,,,31-05-2022 00:00,,sys989
28696,,HBS,2014-05-09,7.4,,1.97,APR-29-2016,SEP-17-2015,,,,APR-01-2016,JUN-30-2016,CONTRACTS,Active,91.0,00:00.0,00:00.0,,30-06-2016 00:00,3.0,sys2183
35219,,Contract,2014-05-14,7.38,,3.97,MAY-04-2018,,MAY-08-2014,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys1008
48499,,Contract,2014-05-15,7.38,,4.68,JAN-19-2019,,MAY-15-2014,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys1085
44292,Purchase,Contract,2014-05-16,7.38,,3.47,NOV-05-2017,MAY-23-2014,MAY-16-2014,,,,,COMPONENT,,,,,,14-12-2025 06:00,,sys323
50956,,Contract,2014-05-18,7.37,,4.37,OCT-01-2018,JUN-16-2014,APR-17-2014,,,MAY-27-2022,MAY-26-2023,CONTRACTS,Active,365.0,,,,26-05-2026 00:00,12.0,sys721
100581,Purchase,Contract,2014-05-19,7.37,,4.26,AUG-21-2018,JUN-05-2014,MAY-19-2014,,,AUG-10-2016,JUN-30-2026,CONTRACTS,Active,3612.0,00:00.0,00:00.0,,30-06-2026 17:00,118.70966999999999,sys119
76826,,Contract,2014-05-20,7.36,,4.35,SEP-25-2018,MAR-27-2014,,,,,,COMPONENT,,,,,,19-05-2023 00:00,,sys1768
49360,,HBS,2014-05-20,7.36,,4.37,OCT-03-2018,JUN-27-2014,APR-17-2014,,,,,COMPONENT,,,,,,1/6/2021 0:00,,sys969
123966,,Contract,2014-05-20,7.36,,4.35,SEP-25-2018,,,,,MAY-01-2018,MAR-31-2019,CONTRACTS,Active,335.0,00:00.0,00:00.0,,31-03-2024 00:00,11.0,sys1578
84153,,Contract,2014-05-20,7.36,,4.35,SEP-25-2018,MAR-27-2014,,,,,,COMPONENT,,,,,,19-05-2023 00:00,,sys1715
354,,HBS,2014-05-21,7.36,,4.12,JUL-03-2018,OCT-01-2013,,,,JUN-01-2019,MAY-31-2020,CONTRACTS,Expired,366.0,,,,31-05-2020 00:00,12.0,sys2674
162560,,Contract,2014-05-28,7.34,,0.27,SEP-06-2014,JUN-26-2014,APR-29-2014,,,JAN-01-2022,DEC-31-2022,CONTRACTS,Active,365.0,,,,31-12-2023 00:00,12.0,sys680
160777,,Contract,2014-05-28,7.34,,2.98,MAY-23-2017,JUN-29-2014,,,,SEP-13-2021,SEP-12-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,12/9/2022 0:00,12.0,sys2075
107769,,HBS,2014-05-30,7.34,,5.55,DEC-19-2019,JUN-30-2014,APR-17-2014,,,JUN-01-2015,AUG-31-2016,CONTRACTS,Expired,458.0,,,,31-05-2018 00:00,15.0,sys2055
13537,Purchase,Contract,2014-06-02,7.33,,4.05,JUN-21-2018,JUN-18-2014,JUN-02-2014,,,JUL-01-2014,JUL-02-2014,CONTRACTS,Terminated,2.0,15:00.0,00:00.0,00:00.0,4/3/2025 18:00,0.06451,sys172
35302,,Contract,2014-06-06,7.32,,5.69,FEB-13-2020,,JUN-02-2014,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1238
143388,Purchase,Contract,2014-06-06,7.32,,3.58,JAN-03-2018,JUN-06-2014,MAY-13-2014,,,JUN-05-2020,JUN-04-2025,CONTRACTS,,,17:08.0,17:08.0,,4/6/2025 17:00,,sys232
51852,Purchase,Contract,2014-06-06,7.32,,3.99,JUN-02-2018,JUN-06-2014,MAY-27-2014,,,MAR-29-2018,JAN-31-2019,CONTRACTS,Terminated,309.0,15:00.0,00:00.0,00:00.0,31-12-2023 18:00,10.09677,sys101
125708,Purchase,Contract,2014-06-06,7.32,,2.66,FEB-04-2017,JUN-24-2014,MAY-16-2014,,,JAN-01-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys315
20905,,Contract,2014-06-09,7.31,,1.95,MAY-24-2016,JUN-10-2014,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2195
146675,,Contract,2014-06-13,7.3,,1.95,MAY-28-2016,JUN-28-2014,,,,JUN-13-2018,JUN-12-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,12/6/2022 0:00,12.0,sys1927
151458,,HBS,2014-06-17,7.29,,4.35,OCT-23-2018,JUN-18-2014,,,,JUN-17-2016,JUN-16-2017,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2019 00:00,12.0,sys1636
71953,,Contract,2014-06-18,7.29,,3.97,JUN-08-2018,,JUN-11-2014,,,,,COMPONENT,,,,,,30-06-2023 00:00,,sys1466
46814,,Contract,2014-06-18,7.29,,5.07,JUL-13-2019,SEP-01-2013,APR-16-2013,,,,,COMPONENT,,,,,,13-11-2021 00:00,,sys165
99022,,Contract,2014-06-18,7.29,,3.97,JUN-08-2018,,JUN-14-2014,,,,,COMPONENT,,,,,,30-06-2024 00:00,,sys1372
